message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
Y9+HdVsqkF0oxtRZDx31vBaeY1NaHSCjg5wfpd7C70Pk,"We appreciate your vision, but we're not focused on investing in companies in your sector due to competitive pressures.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
ZAPFSC-0yCUaCfmwleCKSZHCXyk0bo8XsfEaNu8geE3G,"Thanks for your email, Curtis. I quite liked what I saw, and do believe employee engagement 'sucks'. However, I'm based in India and don't have a direct idea about the market you're serving. If you're game, we can spend
some time on a video call and understand that a bit better. Let me know if that works.",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
8memTmqEm200CZZ3U+BFldkR03BZIIAtfBXz-gyONPGv,"Hi, I'm impressed with the concept you've presented in your pitch. Can you provide me with your full pitch deck, including details on your financial projections and revenue streams?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
wN7AZVsIYlsymH5I3a-=5iaN8BIallrvIvhLUdur33hc,May I connect you with [NAME]= I think she would be the better person to talk to in this case,1,referral,1,referral,1,1,,,,,,,1,referral,referral
zD5hwUJOKNam5t97EUgLDeRd1QVL903ec==NzD4Pah2I,"After reviewing your pitch deck, we do not believe that your startup is a good fit for our investment strategy.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
ugx2fesbsSuTkyZHVvRsxmmhLUwER+a+BVkZrCaefAAB,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
n9vQ2H0--R3xWrh82BuqxAH=RDVt-NQExDd+IEG0ee+e,"Hi Curtis, Thanks a lot for reaching out! To further review this opportunity, we  ask you to share further info here: [URL]. We'll make sure to review everything and to get back to you within une week!",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
wuAyq5s5R3ne1Eei44N-fqJfsN6Gc6draFUthpLjloXW,"Hi Curtis, Thanks for reaching out! We don't currently need this service but I will keep you in mind if our needs change at any point. Have a great rest of your week!",0,industry,0,no specific reason,1,0,,,,,,other,0,other,other
Kuk2lERjaPQwIs7AGCWiK7UrwKzh1IQKjoNKJR9O-1Ri,"No, thank you.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Z4cRhc-Z3XoUEYs4xBypH3dq7lIdGXNZsk5UCmjCMsCn,"Dear Curtis, we have reviewed your pitch for Perksouq. Unfortunately, we do not believe it aligns with our current investment portfolio.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Q38UYndUga52YW5SKyhA-nnYG1gxr=2uM4al9jJF2NKs,I need to learn more about your software stack. Can you provide me with more information on the technology you are using to build your product?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
5yf8lZPF4wntXM68N2pEM569-dandY7oo9TmLdCOQMjf,"Unfortunately, we are not in a position to invest in startups at this stage of development.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
4ur7FUh3brV+5ad0yF=NSwYTTZ4Lv=-PH6Xm7Ney+gI8,What the heck is your patent for?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
IgBcHSsoOVpgMIARdRjfYDWMoskXvOGbGjQIIVJcPnGa,Thanks and appreciated but at this point I am not interested. Thanks,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
uEddCf-IFmVttsZVpFkMOOCV1YZel9nS7Kh0GD2fY6t5,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
AZ5uEIw2nLhLFEyLrT82Jl=oom2+Hpc-Z=a=ZIKvcEST,"Hi there, your pitch deck caught my attention and I would like to schedule a call to discuss your startup in more detail.",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
Z0mO+niNxPcfm7OZGdLTrXo0m0-qYa87D5B-dseStebY,"We appreciate you considering us for your funding needs, but we will have to pass on this opportunity.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
9bz9D7C2TC=yXHWxMj2rMxSODsG5ns-f+IwDXCqbq46L,"Thanks for sharing your pitch, but we're not able to invest in this area due to regulatory challenges.",0,structure,0,industry,1,0,,,,,,structure,0,structure,other
rwHGnIs4RIOUo2=pLjrEqFVXzPcUXvJJ4Obmen0dlA1X,"Hi Curtis, Thanks for the email. Looked at your deck. Will you please send me your full financial model and from there Ill be better able to give you a yes or no on interest.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
lHGQwyxT99vy-t=3fguvuLrzLqb3F8xcgFhVpQSPgrwx,"Hey Curtis, Thank you for sharing your pitch deck with us. We are interested in learning more about the company. To help us track the deal better, please provide detailed information about the company through the link below.",1,more info/clarification,1,formal application,1,0,,,,,,formal application,1,formal application,formal application
bxDyNNATNPQX+Uz=EkItdwcULMVhmg0+S6RIREhKclca,"Hi Curtis, Thanks for reaching out.  PerkSouq looks interesting.  We require a minimum of $250k annual revenue run rate before investing.  So it's too early for us at this stage. Please keep me posted on your progress.",0,stage,1,updates,0,0,1,1,updates,updates,1,updates,1,updates,updates
5WdJEahGZ+j165iqehcetWtghsPcA3Qe7no94ZmKkon4,"Hi there, thanks for reaching out with your pitch. Could you provide more information about your team's background and experience? I'm particularly interested in any relevant industry experience or notable accomplishments.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
J0AKiNj0K7XGCIQ7EID+d1ocy-YfwTN3ZV8y4+gyD9ae,"We appreciate your interest in our fund, but we do not invest in companies in your vertical. Our fund has a specific investment mandate that focuses on certain sectors, and unfortunately, your industry is not one of them.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
gVHn9TfLn91wIeeZT8cwJVQKXetJZPe6EposQ0CsR-Zs,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
8oZ3NpTasac7k8Akxj8Vw=beaDdtOPrTzTCyqmBIbmmY,"Thanks Curtis, I doubt this is for me, but if you can let me know how you found out about me, I would be grateful.",1,more info/clarification,0,no specific reason,0,0,0,0,no specific reason,other,0,no specific reason,0,no specific reason,no specific reason
IreRsUtsBDTPVn+XOBcPFxGWqhyb3OvPbpItXKZnfx9u,I'm not interested.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
CgQ7fNrmjkwdSUOcHySlEmzHAMMYF9vuxp4m+mspwKOI,"Hi Curtis, Thank you for reaching out! we like what we saw. May I please kindly ask you to fill out the short form [URL]? Thank you!",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
vTIZABuGBpxnJoqHQmflDWvMRQtsGEb2sDzpm7e2FAG1,"Ok, looked at the slide show.  Send me the full deck.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
R4FX5dK3RtSy3YQVqvbSVBnO70qsJKPNaWijFIUVVyfu,"Curtis, I'm impressed by your vision for this SaaS platform. Can you give me a sense of your target market size and any potential competition?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
GPLh-KqZfZB2hrcQ1e9qm0hUmo3d2yRJtzKQZLCYmkfN,"We appreciate the potential of your startup idea, but we do not believe it aligns with our current investment thesis.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
2He09a97poO4CHLyLEbl5-LJ8ge81HZxKGqQhlT9S7Qz,"Hi, I'm intrigued by your pitch and would love to learn more about your financial projections. Could you provide more detail on your revenue model and growth assumptions?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
3fZmaSjq5-swCkBoGk8qxeD8r4pHyo-w8Yl13eLsaC+Y,"Hi Curtis, Thank you for the information on PerkSouq. Though the company sounds interesting, we only invest in companies raising a Series A round and do not participate in seed financing per our investment criteria on our website. Investing in early stage start-ups (Series A/B) led by female founders and entrepreneurs. Best of success in your endeavor.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
rvVRPIXLnsrDtj=DggIjrR9Lb3eg2SxFyMgyY6EQd4Ve,"Hello Curtis, I appreciate the time and effort you have put into your pitch deck. The SaaS platform you have built for employee perks is impressive. I would love to learn more about your team and how you plan to execute your vision. Can we schedule a meeting to discuss further?",1,more info/clarification,1,meeting,1,0,,,,,,more info/clarification,1,more info/clarification,more info/clarification
yAnqXzV5YXgsMoDVGdu0dNcnmnVoT5v-SjWVH2Y0PIw0,"thanks for thinking of me, but its not really in my wheelhouse. best of luck with it,",0,industry,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
WKvnVZUa87eGaHT=rejM4bZGikn+SvKn5miE=TrReTvI,"Curtis, Thanks for the email but PerkSouq isn't a fit for me. Good luck in the fundraising.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
3iBTXbLM=qlfymaHG-awhyB2TWT5kAOYQNVx91lA-Ut+,What is the biggest issue you see in this market and how will you solve it?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
mqUbvqxsnUEsz7BB2XCzR0zUH6IPFRSZXjvraBp8BLh2,"Hi Curtis, thank you for sharing your pitch deck with me. While I think your platform has potential, I have some concerns about its generic approach. Employee perks is a crowded space, and it's essential to have a unique selling proposition to stand out in the market.  What specific problem are you solving for your customers that others are not addressing?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
ur=p3TEEDEHr9fba4aBzSYtygMEvV7y4Ly4gi1eRm7h8,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
AbQzK+TpJEaFP-vhtuMjmxxZUZFDydaOjc=lwM5r6UPn,Hi Curtis. Nice deck but this too far away from PMF for us,0,other,0,stage,1,0,,,,,,stage,0,stage,stage
LeAnJZJjlNzADm=9wVvv-kl+RNuMZc8aWVto7O=s+hNq,No thanks. You can safely remove me from your list. Good luck.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
wMbDp7Yf4wzNhocvQnIKBHBObtF5aLRbLiPDJjV7-dMS,Not a fit.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
sbJItYSDLfdlcC0x6mB12B0YYEMFJ8My10ctWjvEZrXZ,"Sorry, not a fit. Please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
RDD6S23pqWt+YHO--Cd7yolW4+zQX=vff1YovWtTCusp,"Hi Curtis: I appreciate you reaching out, and I've reviewed the deck. Naturally I have some questions and concerns. Here are a few: In terms of team qualities for seed funding, it is important that you and your team can display specific characteristics. Evolving from a pre-seed team, a seed stage funding team should be able to illustrate that it can grow fast with a close-knit group that can work fast depending on new  insights. It is also critical to have a strong vision for the product. Furthermore, it is important to prove that the business can get people on-side (this includes customers, partners, and employees). This displays that other people and professionals have faith in your product. When it comes to the product of the business, at the seed stage, it is crucial to demonstrate that it is well-liked by early users as this shows viability in the business. Adding on from=C2=A0 this, it should also have fantastic engagement, and there should also be a powerful strategy present on how to break into a large Total Addressable Market (TAM) over some time. Remember, at this funding stage, it is important to prove to the investors that your business is the future and worth investing in. At the seed funding stage, there should already be natural traction for the business and evidence of success with you (founder)-leading sales. Founder-led sales are when the companys founder connects with leads they have found and helps them trial the product. The founder then transforms these leads and signs them up for paid plans. A further requirement for seed funding is that you can demonstrate capital efficiency through true resourcefulness and that your lean team (4 of you) can still get many things completed with just a small team. This helps reassure us investors that the founder is capable and frugal. As with pre-seed funding, the moat for a seed stage company is its fantastic ideas. It seems to me that you're quite a bit over your ski's. I you don't yet have PMF, I don't think you should be spending $600K to bring in additional employees. How much have you raised so far? At what valuation are you hoping to be post money. Seems like your still in the Pre-Seed stage and should be raising around a million. Whatever amount you do raise, in todays climate, i strongly encourage you to raise 24 months at minimum. Its BRUTAL out there.Did you see the article in Tech Crunch on Stripes down round of like 50% and they are profitable w/$12B in ARR. I could have a chat next Wed or Thursday from 11-11:45am PST. LMK if you can make it work. My best,",1,more info/clarification,1,meeting,1,0,,,,,,more info/clarification,1,more info/clarification,more info/clarification
VA7uBTq77M2zAZ9OS=8bxd3KN20hOxNrulrMqPsxWIl2,Any proofs of concepts to share?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
OkBY=ou=3gmRpLRbR4lAq=OjKK4tx-MBSpFe=5jlE+5P,"Hi Curtis, What city are you and PerkSouq based in?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
479vg+Qxfwvas0bIhxoa+gs3Yh6dh-vyJoo7UFIj0f+L,"Thank you for the opportunity to review your pitch, but it does not fit our current geographic focus and we are unable to invest.",0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
q9WFhdjEuNVw5ouDS2dVqoDtRt2IBzoH=kwwhxfMBehO,Thanks for reaching out and sharing your pitch deck. I find your idea intriguing and would love to learn more about your startup.,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
M9PDyCcFfKH7YX06P3n18Se4fUAXH+CCveLABXWq3xLH,"Hi Curtis, thank you for sharing your pitch deck with me. Your idea of a platform for employee perks is interesting. Could you tell me where your startup is headquartered, and how you plan to expand to other regions in the future?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
pKmBYAm1ey1-jzhMzt2zdNs6MBM20xLXhLsMc5ElrWME,"We appreciate the effort you've put into your pitch and the excitement of your idea, but it is not within our current geographic focus.",0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
9++kxOg7lFSEScL3xnyPjmz6M=+si2+TrpJQfCz=WaAp,"Dear Curtis, Sorry but we don't invest in seed rounds with our funds.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
PnoFcNSLsV+1FaAbER7wqLX9t--Sw9Oany=0bVyYuqkW,Thank you for sharing your pitch deck with me. I'm interested in your team's background and would like to know if you have any advisors or mentors in the industry who are supporting you.,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
lm=Iumu6GBbUBmKMVJN54cbf6aLrLUIa1WWDXQoMWtqD,Where and what did you studied?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
yK8wP=md7gNmAjlMIvevj3x2Uf3-s8h3TUaU5ohlbmwp,Curtis - thank you for the email. Unfortunately I'm not a venture investor myself - focused on public equities for myself and clients. Best of luck to you.,0,not investor,0,stage,1,0,,,,,,no investments,0,no investments,no investments
EsdUnqIX7o16sV9ArVcmQI5Oo2ffj4KlQMGV5DK5LMKx,unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
VQkauepolsG2kWDmp1R48K0vj0OL5V9od3VZ-JcCKHLx,"Thanks for reaching out, but I'm not interested. Please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
YflQotLuuO0MMycCr6I+ddrguMtjCcFk2ps4g8Rck7gU,not interested,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DKcGHZcmmOW+sfusN-bT0uM17ASSUo1OjGFCb3kuApsZ,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
yw-np1j79DYoN9ZTjjFWweqFLbsurA3aLw1n9KqzRJOn,Please remove us from your list.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DVSa=p1SIQE6aVj264ujjcYiIy5n32QX9lXLtwNQpQyG,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Q-t-FCz2-Ftpkm6LGs2PfkarPUasDtIYOqSTJE5QBpop,I'm skeptical about your patentability of your software and technology. Can you provide me with information on whether you have filed any patents or whether you have any patent applications in progress?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
d-M7J1k0bSJVKfw4yt1Ogz7F8XaVDj2MDn+FGwwRiHeL,"Not for us, but hope good luck with your raise",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
xZ4qkDx19LOKYidKcMnvUxpE2tNjWt+sYXiNt17EnW1I,"Thanks, but no.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DkbTbVUpz+G6sTeRBD0FrCQPBglYOZr1aeixuBqY2AhN,Stop,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
nY0qweOIhpKTlNH7BMLmXVZqQQXE0nBZE1u=Vlnb5LWK,"Hi Curtis, thanks for reaching out. We won't be a good fit at this stage of development since we rarely invest pre-launch. Happy to reconnect once the company is past $10K of MRR and has a few months of metrics we can look at. Until then, wishing you the best for the raise.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
rH++rxULkeRpRxNLp5qtrZ0jCOQl77Cp+Nh+bWxy4Emx,"Hi Curtis, I like for you to pitch at our Friday session where my colleague, [NAME], hosts the session. Best,",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
U4o-7hmmRTdEt85aqRz1+W2Xjt9rFZfl3FqDv4KBt74a,"Hi Curtis, Thanks for reaching out. I am afraid we are not the right partner for you at this time. I wish you all the best with your enterprise.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
Zmo6SGfTxSONLZ=7sjEH1vn-y5yrkTii-t8DCy3w7UO9,"Not interested, thanks!",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
tWGze9+mc-eYYorNxah4axZXMMrHO8-cMDeJ4yyTPa7z,"Hi Curtis, Thanks a lot for reaching out to us. I'm [NAME] and part of the investment team at [FIRM]. [NAME] kindly forwarded your email. We had a closer look at your deck and found the idea behind PerkSouq
interesting. Can you share more details on the financials?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
XQT8AD0u4GSByjwtHAdFQW=1kLsOyvmhnD+mnuX-f5UN,"We appreciate your interest in our firm, but after reviewing your pitch deck, we do not believe it aligns with our investment strategy.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
ysDvuf+cKP4DL92BVaykDbpkdJpLJAqiGi4ns6YxhiJ8,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
igTuS93JuY0Mx9Dn3thKaxX9LDsNQcVfOwmC5hNEEKZ,Unsubscribe thanks.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Jjqbo1cFyy937OER7NUx9BowHddLHK4r18+Qm7i8-uz+,not interested,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Wry7Q+NsX+G9B+nyXYongG19yzcp8HQJGRijs3ptaPLb,Please stop,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
ab4D=wuXI3VzujzZdvuDPXCXqvrpKNakVhdhDYqyumKI,"No thank you, please remove me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
HtkKpnWHSgRXeDduv8YK4b=-WOE5cBuPPChjI0L+9zoy,"We appreciate your effort in sending us your pitch deck. However, we do not invest in companies in your sector due to the high level of capital required and the extended time to market.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
SaKr=2gPNejY3Tjd6R1VRM7GFmo1YjXCd3E8LOrS31W2,"Hi Curtis, This sounds interesting.  Let's do talk sometime this week.  Do any of these times work for you?",1,meeting,1,meeting,1,1,,,,,,,1,meeting,meeting
dVncM2xQQub1mB6bY5=iN8LcpcGwDbCDgt4lYZ8oQayW,"Thanks for sharing, but I'm not interested. Please remove me from your list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
DCwbs7oVmvsdqaeT0QGXaln6felcbCwjUchH=GysLkbA,"Unfortunately, we're not able to make an investment in your startup at this stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
c-R0VOfeyVb6juk3zFaAuSQxL2WnDOvWHpUYYVdi-G9o,"Thank you for your interest, but I don't generally invest in startups at this stage of development.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
ujv8qiTmcokuwd0DrcgiqkKmX0owA0e-vVYZdlCelog0,"Thank you for your hard work, but I'm not investing in startups at this stage.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
Jmptx-9Ar9s8E=BTSmiWWzV81owp54c=Md1cX0+WYO=b,"We regret to inform you that, due to our current geographic focus, we cannot invest in your venture.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
uBseq+w=9CGex0uSmeJllM4hfCXYQBfcvfAK1rCO9+X9,have you customer case studies or testimonials on the benefits of your platform?,0,more info/clarification,1,more info/clarification,0,1,1,1,more info/clarification,more info/clarification,1,,1,more info/clarification,more info/clarification
Vi3AlIoBZTj7XSePs9oMNVkfC-egqNEDKQY5rNWthCGe,"Hi Curtis, Thank you for reaching out to us and for sending your pitch deck. Unfortunately, we are going to have to pass on this investment opportunity as our focus is set primarily on startups in Germany. All the best and kind regards,",0,geography,0,geography,1,1,,,,,,,0,geography,geography
T-gS8cFERyMcQhxESc-cH3uWP3=IVP45nsFqgTTk81p,"While we think your idea has potential, we're looking for companies with a bit more progress before investing.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
HzV3J5l6SbMob=6xzrZ6vtMUoNIu=73gcJy2S0b4KmmC,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
ybbypz1mevhf+YEu2sDZbU-WOD69kWwAmQ-FrtrsUQ74,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
GkMoj4=flXbj8LBYyMFTTBc1pBkL4AsBD+XXr8Dfjt3e,"Unsubscribe, please.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
HYEvmDBxCEAd9o5EGPHv1xgekiQ90FnOE=RgofsNGGIy,"Unfortunately, we cannot invest in your venture. Our focus is mainly limited to startups within our current geographic region.",0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
CFCDNKlGx6CIy7-pRraUR9334ft=q01f2qgT==rppMTf,"Thank you for reaching out and sharing your pitch deck with me. Unfortunately, after reviewing it I'm unable to invest in your startup at this time as I don't invest in this industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
h8H8HlQlpOlyemz2ty1q8Q4=NC6uQ-WuLDOVAzXn7RL7,Not intrigued.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
WXOBoOQJHAFR-lJYgg2ZdXn91DN6ohs2HrFV2qvtoCkI,What is your secret sauce?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
rav4AkQnBI-k+AKYmE8rWufXXHRmu0v4xYqlK280y9rq,We have reviewed your startup and the pitch deck you sent us. We regret to inform you that we are not investing in startups at the pre-seed stage right now.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
Tbi9R49u0kL=9jz7OulQDiURxLXIU35wNjJjrV=HwOv+,"Thanks! We are not actively investing in this space but appreciate the look. Best of luck,",0,industry,0,industry,1,1,,,,,,,0,industry,industry
Fr8qBZumbdUgA3j0UaxA7pFXMgBpkUw20KLgq6tNCaOf,"I am not interested, Curtis - apologies. I wish you all the best.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
A2x4HyGwxHSnVIGXld-RpKR9HidXpEPU5-zDxYqqCoyR,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
th3s0SioGwAE-+yvne=seYRChNko=L+GG-7jxNmV8LIM,unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
UZr2LKdIs=z1W2zcRPQKPYF2w9TI7hpXmw+0np0LnSLr,"We have evaluated your pitch, but we regret to inform you that we cannot invest in your venture due to our current geographic limitations.",0,geography,0,stage,1,0,,,,,,geography,0,geography,geography
qWjy-rWQGbn-q0i+SW5qr4yNbbPwLSwAIgP5TP8HnO9C,"Hi Curtis, Sounds interesting. Keen to hear more..",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
jFqN=NsAl8n42hADS-bDVTJ2lbyrLiFDVuh6Jzr=Q+XH,"Hi Curtis, not interested but wishing you the best of luck.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
vjK1XEjEWWLLq2A0rn9b4uTTMyc0fQaUruDinNitRAxe,We have looked into your startup and the pitch deck you have provided us. We regret to inform you that we are not investing in very early stage companies right now.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
OSDIw6FII3zb6PRgrLS6A-oR4TbwRonDtAYWVirgK9KE,"Do you mind if I like it, I share with it with one of America's top HR executives who has a golden rolodex of other HR 'zecs?",1,referral,1,referral,1,1,,,,,,,1,referral,referral
Y-fb9dD=RyqX2=lMk3cdbIfBz+f9z3hd47-L74i4eSYh,Do no contact me please,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
5PAFXDuMpNvenda6o7wFZJnBAMndEy2+fTzsTdVqRBZi,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
m7rsUlt-UhTjqatJHgoCWr18Br3=XywW52CLn=istiIm,"Thank you for sharing your vision with us. However, we typically do not invest in startups that are still in the pre-revenue stage. We prefer to invest in companies that have already generated some revenue or achieved some level of market validation.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
FahlJU4jSXYUPUFDTsPXqDF5x4DUSWWD79MtetugjFzG,UNSUBSCRIBE,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
cNm5OW8TikLLF4apmwMhyn1Chd-jLtWNAZLrk-06k0mX,"Hi Curtis, thanks for your email. Im not the right person to contact in [FIRM]. At the time, Ive no executive involvement in the company. Just a silent partner.",0,not investor,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
3hQDy4TPz1-3A=Y35Hdq1l0aNQzavAhvFndbCGS96jbg,"Thanks for reaching out, but I'm not interested. Please remove me from your mailing list.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
rCF5OZRFwxsGUpJ72CO1vPT8bYVOuGV795oz5qR-eCeP,"Curtis, thank you for sharing your startup, Perksouq, with us. Unfortunately, we do not believe it is a good fit for our investment portfolio at this time.",0,portfolio conflict,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
7AoQ6=47jyX2lOdUh7ASXFBY+WXjXSQKPnKpn9XYcZ6K,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
i7=YiriOqPjT8H0KtZTVZgHo32yKyVTo4GjIwC+TJAmg,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,meeting,1,0,,,,,,click on link (meeting),1,click on link (meeting),meeting
3XdIt8fBFg+aNRLwLfY819B-a77CJY3jY1y18C5M3zCo,"Appreciate you getting in touch and sharing your pitch deck. Unfortunately, I do not invest in this industry and so am unable to move forward.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
jsiAj6oz1MukrOGq8S68fF+7TAhBFBXGWLlwJOeM0fBS,"We do all employee hiring, benefits aspects internally. thx",0,industry,0,no specific reason,1,0,,,,,,other,0,other,other
